text	emotions	text_proc	cat1_score	cat2_score	cat3_score
My wife was diagnosed last year at age 39 with Stage 0 triple negative breast cancer.	[0, 0, 0, 0, 0, 0]	my wife was diagnosed last year at age 39 with stage 0 triple negative breast cancer .	0.3951224684715271	0.04028863459825516	0.05079691857099533
He is such a fighter and has lived now for a year and a month after they diagnosed him with small cell lung cancer.	[0, 0, 0, 0, 0, 0]	he is such a fighter and has lived now for a year and a month after they diagnosed him with small cell lung cancer .	0.5286396145820618	0.0398159921169281	0.0549987256526947
I hope the <PERSON> in Iowa likes it when she gets it.	[0, 0, 0, 0, 0, 0]	i hope the <person> in iowa likes it when she gets it .	0.02800334058701992	0.013169705867767334	0.016635965555906296
I am 2 years as of the 14th of July.	[0, 0, 0, 0, 0, 0]	i am 2 years as of the 14th of july .	0.01946326717734337	0.02270137518644333	0.03361460566520691
<PERSON>, good luck with your tests and post to let us know what you do find out.Hugs, <PERSON>	[0, 0, 0, 0, 0, 0]	<person> , good luck with your tests and post to let us know what you do find out.hugs , <person>	0.01740577258169651	0.015517917461693287	0.02257458120584488
In your shoes, and having done chemo, I would recommend that you consider trying it to see if it's effective.	[0, 0, 0, 0, 0, 0]	in your shoes , and having done chemo , i would recommend that you consider trying it to see if it ' s effective .	0.07696100324392319	0.013901841826736927	0.014239556156098843
Lupus is not an easy illness to have either.	[0, 0, 0, 0, 0, 0]	lupus is not an easy illness to have either .	0.7521446943283081	0.030356720089912415	0.03827646002173424
I'm just not used to the long walks in the hot sun but glad I was there with you.	[0, 0, 0, 0, 0, 0]	i ' m just not used to the long walks in the hot sun but glad i was there with you .	0.03172359615564346	0.014542657881975174	0.01491205021739006
Where else would we be except with you?	[0, 0, 0, 0, 0, 0]	where else would we be except with you ?	0.025737980380654335	0.015605563297867775	0.016007184982299805
Wishing you and Heather both good luck!	[0, 0, 0, 0, 0, 0]	wishing you and heather both good luck !	0.015676984563469887	0.01697516068816185	0.026898089796304703
Does anyone have any experience with <PERSON> chemo?	[0, 0, 0, 0, 0, 0]	does anyone have any experience with <person> chemo ?	0.03907766565680504	0.0158263947814703	0.01599927991628647
!Hope you quickly find the source of the problem.	[0, 0, 0, 0, 0, 0]	! hope you quickly find the source of the problem .	0.023429574444890022	0.01856793276965618	0.029738232493400574
A <PERSON> can sign on when they have 6 mos or less left of their life.	[0, 0, 0, 0, 0, 0]	a <person> can sign on when they have 6 mos or less left of their life .	0.05864732712507248	0.014288017526268959	0.015581109561026096
I totally understand your fears as I also received a bad pathology report last week.	[0, 0, 0, 0, 0, 0]	i totally understand your fears as i also received a bad pathology report last week .	0.07084912806749344	0.01632247120141983	0.013795877806842327
The third time, a week out I ran low grade fever and had sores in my mouth and throat.	[0, 0, 0, 0, 0, 0]	the third time , a week out i ran low grade fever and had sores in my mouth and throat .	0.24050426483154297	0.02028178609907627	0.017781155183911324
Based on this intraindividual comparative study, the uptake of both radiotracers was nearly identical in both the primary tumor and the metastases and no definite advantage could be perceived between the 2 tracers.	[0, 0, 0, 0, 0, 0]	based on this intraindividual comparative study , the uptake of both radiotracers was nearly identical in both the primary tumor and the metastases and no definite advantage could be perceived between the 2 tracers .	0.6701566576957703	0.6981734037399292	0.7656375169754028
-)Glenna	[0, 0, 0, 0, 0, 0]	- ) glenna	0.05453968793153763	0.014864780008792877	0.021304965019226074
They advised her that although there was not another growth in that area she should start doing treatment to control the area.	[0, 0, 0, 0, 0, 0]	they advised her that although there was not another growth in that area she should start doing treatment to control the area .	0.18126057088375092	0.015249938704073429	0.02089475281536579
Of course in my case I had to drive 25 miles each way so afternoons worked best for me.	[0, 0, 0, 0, 0, 0]	of course in my case i had to drive 25 miles each way so afternoons worked best for me .	0.025282016023993492	0.014656731858849525	0.020167021080851555
"""...A less than .3 cm growth was discovered in my upper left lung."	[0, 0, 0, 0, 0, 0]	""" ... a less than . 3 cm growth was discovered in my upper left lung ."	0.2032586932182312	0.03553688898682594	0.04321607947349548
Thank you for the opportunity to represent CSN.	[0, 0, 0, 0, 0, 0]	thank you for the opportunity to represent csn .	0.015889517962932587	0.022001780569553375	0.03878267481923103
Gleason Score 8 - 9.	[0, 0, 0, 0, 0, 0]	gleason score 8 - 9 .	0.6693006157875061	0.10823964327573776	0.11764803528785706
A slight cough and a bit of wheezing that appeared to be allergy related.	[0, 0, 0, 0, 0, 0]	a slight cough and a bit of wheezing that appeared to be allergy related .	0.7961897253990173	0.04410571604967117	0.05020473897457123
I am a 49 year old female, smoker, with no COPD or lung deficiency ever.	[0, 0, 0, 0, 0, 0]	i am a 49 year old female , smoker , with no copd or lung deficiency ever .	0.1508636623620987	0.023491928353905678	0.02705749310553074
The doctors immediately started radiation on the mass causing the svc syndrome, at the time the doctors believed it was small cell lung cancer.	[0, 0, 0, 0, 0, 0]	the doctors immediately started radiation on the mass causing the svc syndrome , at the time the doctors believed it was small cell lung cancer .	0.8348914980888367	0.07893913239240646	0.15180206298828125
All nausea meds preordered so I am ready as I can be, just hate the unknown I guess.	[0, 0, 0, 0, 0, 0]	all nausea meds preordered so i am ready as i can be , just hate the unknown i guess .	0.02277853526175022	0.014283424243330956	0.01683555729687214
Will Santa give him/her special toys & treats?	[0, 0, 0, 0, 0, 0]	will santa give him / her special toys & treats ?	0.029391685500741005	0.014802956953644753	0.015569725073873997
Pushing to get some exercise can take a bit to push to do but it's worth the effort in the long run.Lots of fluids.	[0, 0, 0, 0, 0, 0]	pushing to get some exercise can take a bit to push to do but it ' s worth the effort in the long run.lots of fluids .	0.17673663794994354	0.014384167268872261	0.013891681097447872
Of course you will win - you are the amazing, astounding, incredible, beautiful wise 50' woman.<PERSON>	[0, 0, 0, 0, 0, 0]	of course you will win - you are the amazing , astounding , incredible , beautiful wise 50 ' woman . <person>	0.02259412407875061	0.014971825294196606	0.020878499373793602
The Cancer Support Community/ Gildas Club has support groups.	[0, 0, 0, 0, 0, 0]	the cancer support community / gildas club has support groups .	0.028042247518897057	0.014447472058236599	0.027065610513091087
I have not seen how much my insurance carrier is paying the hospital and doctors but I did get a bill from the hospital for over $38k for Operating room, recovery room, 2 day/night stay, drugs etc...$38k...Out of the $38k $32k was for the recovery room....Yes you are lucky to have such good insurance and I am blessed as well but will pay a bit more...	[0, 0, 0, 0, 0, 0]	i have not seen how much my insurance carrier is paying the hospital and doctors but i did get a bill from the hospital for over $ 38k for operating room , recovery room , 2 day / night stay , drugs etc ... $ 38k ... out of the $ 38k $ 32k was for the recovery room ... yes you are lucky to have such good insurance and i am blessed as well but will pay a bit more ...	0.09137056767940521	0.014218742959201336	0.012745805084705353
Also the wee research I've done seems to point in the direction of a rematch in the near future!	[0, 0, 0, 0, 0, 0]	also the wee research i ' ve done seems to point in the direction of a rematch in the near future !	0.09870884567499161	0.09092522412538528	0.2677103877067566
After all the tests, he had one very large tumor (8cm) in his lower right lung and no known metastisis.	[0, 0, 0, 0, 0, 0]	after all the tests , he had one very large tumor (8 cm ) in his lower right lung and no known metastisis .	0.42762863636016846	0.05137956887483597	0.06402924656867981
When my first x-ray showed a spot, I was able to call my sister who happpens to be a doctor.	[0, 0, 0, 0, 0, 0]	when my first x-ray showed a spot , i was able to call my sister who happpens to be a doctor .	0.039990708231925964	0.017111916095018387	0.018453581258654594
She was so sick that I had to call a rescue to get her to the hospital.	[0, 0, 0, 0, 0, 0]	she was so sick that i had to call a rescue to get her to the hospital .	0.059473805129528046	0.01435008179396391	0.01424055453389883
I have been on Aromasin for 4 years and it has been very manageable.	[0, 0, 0, 0, 0, 0]	i have been on aromasin for 4 years and it has been very manageable .	0.045417193323373795	0.015324251726269722	0.021340403705835342
breast cancer in left breast - right handed	[0, 0, 0, 0, 0, 0]	breast cancer in left breast - right handed	0.8129528164863586	0.056107234209775925	0.09635793417692184
Try and keep some individual snacks on hand cinnamon apple sauce really helped as well as jello and cup of soups.Hope you feel better soon Di	[0, 0, 0, 0, 0, 0]	try and keep some individual snacks on hand cinnamon apple sauce really helped as well as jello and cup of soups.hope you feel better soon di	0.026111533865332603	0.013661499135196209	0.01684434525668621
I can't advise you but I do know what kind of stress you are dealing with.	[0, 0, 0, 0, 0, 0]	i can't advise you but i do know what kind of stress you are dealing with .	0.06497263163328171	0.014455432072281837	0.011373869143426418
I had a left pneumonectomy due to advanced NSCLC carcinoma in February, 1998.	[0, 0, 0, 0, 0, 0]	i had a left pneumonectomy due to advanced nsclc carcinoma in february , 1998 .	0.37965652346611023	0.13360393047332764	0.18424445390701294
I completed my preop testings and my doctor has completed my medical clearance.	[0, 0, 0, 0, 0, 0]	i completed my preop testings and my doctor has completed my medical clearance .	0.030989544466137886	0.01545244175940752	0.01922593265771866
I completed tx for anal cancer on 6-30-09 and the lung cancer was removed on 9-23-10.	[0, 0, 0, 0, 0, 0]	i completed tx for anal cancer on 6-30- 09 and the lung cancer was removed on 9-23- 10 .	0.14808258414268494	0.025029249489307404	0.04139738529920578
I'm only reading really good things about this noninvasive type of treatment.	[0, 0, 0, 0, 0, 0]	i ' m only reading really good things about this noninvasive type of treatment .	0.22744108736515045	0.02359391190111637	0.04046787694096565
