	text	emotions
272	Now, it's been two years and body seems to adopt to HT.	[0, 0, 0, 0, 0, 0]
273	I am only 49 so I'm taking it slow on my decisionmaking.	[0, 0, 0, 0, 0, 0]
274	I want to make sure that he has every chance that is available.	[0, 0, 0, 0, 0, 0]
275	I am so sorry and send my condolescences.	[0, 0, 0, 0, 0, 0]
276	Some of the older people on the site can even give you more support.	[0, 0, 0, 0, 0, 0]
277	Kongo's response to your questions, in particular, is thorough and accurate.You may be interested to know that I had surgery to remove my prostate, 20 years ago.	[0, 0, 0, 0, 0, 0]
278	Keep your spirits and faith up.	[0, 0, 0, 0, 0, 0]
279	Thanks <PERSON>, sent you an email...	[0, 0, 0, 0, 0, 0]
280	Dear Linny,AI's are noted for joint and bone pain.	[0, 0, 0, 0, 0, 0]
281	This confirms previous slower increases, now with an average PSADT of 10 months.Thanks to all for the many opinions and concerns.<PERSON>, you are welcome to my place at this little conner of the Europe, I promiss to find you a bed for still the 10$ a night, thought the bed may be a little harder.	[0, 0, 0, 0, 0, 0]
282	This disease is not always a fast growing one.	[0, 0, 0, 0, 0, 0]
283	Has anyone been treated with the immunotherapy Imfinzi?	[0, 0, 0, 0, 0, 0]
284	Didn't like the way booze made people act so I didn't drink either (as an Adult).	[0, 0, 0, 0, 0, 0]
285	The lump left by the biopsy of the sentinel lymph node, under my left arm, never went away.	[0, 0, 0, 0, 0, 0]
286	However, the other life skills that he desperately needed were not taught to him.	[0, 0, 0, 0, 0, 0]
287	<PERSON> said everything so well for all of us.	[0, 0, 0, 0, 0, 0]
288	they called it small cell anaplastic carcinoma.	[0, 0, 0, 0, 0, 0]
289	Because meso is so rare, there aren't many incentives for drug companies to study it.	[0, 0, 0, 0, 0, 0]
290	How did treatment affect your mom (was she tired, loss of weight, etc.)?	[0, 0, 0, 0, 0, 0]
291	"The doctor looked at me in the eye and said ""we are in very serious trouble""."	[0, 0, 0, 0, 0, 0]
292	Did radiation on neck and they said we could try another chemo drug.	[0, 0, 0, 0, 0, 0]
293	My side effects were minimal but were consistent.	[0, 0, 0, 0, 0, 0]
294	As you know, it can be hard to replace them.	[0, 0, 0, 0, 0, 0]
295	I would love to come, but my husband is having surgery the week before and now it's my turn to be caregiver.	[0, 0, 0, 0, 0, 0]
296	PM and left the hospital on Fri. AM.	[0, 0, 0, 0, 0, 0]
297	The biopsy they did on my left axillary hurt like crazy!	[0, 0, 0, 0, 0, 0]
298	I can well imagine how tired you are of doctors.	[0, 0, 0, 0, 0, 0]
299	Praying her biopsy results were good.Jan	[0, 0, 0, 0, 0, 0]
300	Have they decided which clinical trial to start her on?	[0, 0, 0, 0, 0, 0]
301	"Lung cancer surviver also,
betty2"	[0, 0, 0, 0, 0, 0]
302	I so hate the would have, could have, should haves that I am left with.	[0, 0, 0, 0, 0, 0]
303	So, that stained glass picture made them take them away?	[0, 0, 0, 0, 0, 0]
304	"I had two chest x-rays come back with ""Artifact."""	[0, 0, 0, 0, 0, 0]
305	He got his check ups regularly like he was supposed to.	[0, 0, 0, 0, 0, 0]
306	"The pain associated with the surgery was ""minimal"" as far as surgery goes, and within 6-months following surgery I was at what I would consider my pre-surgery condition.I have had no continence problems at all and have not suffered from ED."	[0, 0, 0, 0, 0, 0]
307	You need to get a letter from your Dr. that explains that <PERSON> is a reas side effect of the treatment that you have gone through, make sure that you keep a copy and ask this boss of yours to put one in your file.	[0, 0, 0, 0, 0, 0]
308	Taxol and avastin worked great for my brother, he also has had cisplatin and lot of radiation.	[0, 0, 0, 0, 0, 0]
309	"Happy, happy birthday to you and may we both be here to wish each other many more.Big hugs,
<PERSON>"	[0, 0, 0, 0, 0, 0]
310	She has heard about all the women who have lost the battle, believe me, that scares the S#@t out of her.	[0, 0, 0, 0, 0, 0]
311	What I do know is that harboring grudges is more destructive than any cancer.	[0, 0, 0, 0, 0, 0]
312	The recovery process is definitely long and painful.	[0, 0, 0, 0, 0, 0]
313	She is currently on a different type of chemo but in June discovered brain tumors.	[0, 0, 0, 0, 0, 0]
314	Will my dad need care 24/7 for a while?	[0, 0, 0, 0, 0, 0]
315	I dont live in that world of cycling.so  leave that to the experts	[0, 0, 0, 0, 0, 0]
316	for about 18 hours - but that was the only side efforts I experienced.	[0, 0, 0, 0, 0, 0]
317	I do take ibuprofen with the hydrocodone, hoping it will help with muscle pain too.	[0, 0, 0, 0, 0, 0]
318	I don't check it all the time but will in your case.	[0, 0, 0, 0, 0, 0]
319	Hey, thanks for the advice.	[0, 0, 0, 0, 0, 0]
320	Just wanted to see if it affected anyone else that way.	[0, 0, 0, 0, 1, 0]
321	Mine is still in and hurts so much I cannot do breathing treatment.	[0, 0, 0, 0, 1, 0]
322	It was very hard to do but I did hoping I will be healed for sure.	[0, 0, 0, 0, 1, 0]
323	I had read the posts earlier, but, couldn't bring myself to reply until now.I think it has hit all of us very hard.	[0, 0, 0, 0, 1, 0]
324	I first watched my aunt die at age 60 in Feb. of 2000 after a 6 mo.	[0, 0, 0, 0, 1, 0]
325	Another friend is going through a bitter divorce.	[0, 0, 0, 0, 1, 0]
326	I don't know if it worked or not ,I am still here.I don't think I would do it again but Every body Reacts different.	[0, 0, 0, 0, 1, 0]
327	My husband was recently diagnosed with stage 3A large cell carcinoma.	[0, 0, 0, 0, 1, 0]
328	I am sorry you reacted so badly with your new chemo.	[0, 0, 0, 0, 1, 0]
329	This brings me great pain as well, <PERSON>.	[0, 0, 0, 0, 1, 0]
330	I am at a loss where to go on the internet for help and understanding.	[0, 0, 0, 0, 1, 0]
331	You may with to look at this link which indicated difficulty in correlating any data between a vasectomy and PCa.http://www.cancer.gov/cancertopics/factsheet/Risk/vasectomy	[0, 0, 0, 0, 1, 0]
332	JEAN,     MY FATHER PASSED AWAY ON SUNDAY JAN 23RD FROM LUNG CA.	[0, 0, 0, 0, 1, 0]
333	I am inoperable , but had extensive chemo and radiation.	[0, 0, 0, 0, 1, 0]
334	We see so many cases that, after the surgery, the cancer is coming back more aggressively.	[0, 0, 0, 0, 1, 0]
335	I've had 2 surgeries - the first in December, 2004 in which they just removed the tumor and said it was benign.	[0, 0, 0, 0, 1, 0]
336	Waiting for those test results every few months would have been brutal for me.	[0, 0, 0, 0, 1, 1]
337	he could have had radiation or chemo.	[0, 0, 0, 0, 1, 0]
338	Please check out and read my blog about positive thinking.	[0, 0, 0, 0, 1, 0]
339	I was diagnosed with breast cancer at age 49.	[0, 0, 0, 0, 1, 0]
340	In Aug.05 i had right lung and 17 lymph nodes removedof which 2 were effected.	[0, 0, 0, 0, 1, 0]
341	Keeping my fingers crossed for you that the seeds don't move and they have to do it again.Whew	[0, 0, 0, 0, 1, 0]
342	I'm having trouble following my own advice right now--  I'm very discouraged.	[0, 0, 0, 0, 1, 0]
343	can anyone tell me how long this will last...you know the feeling when your feet goes to sleep...i'm tired of it	[0, 0, 0, 0, 1, 0]
344	First, i am so sorry for your loss.	[0, 0, 0, 0, 1, 0]
345	"His children ended the 90 minute service with a poem many of us learned ""back in the day""...and they said theirr father made them memorize it when they were kids, and that it absolutely eptomizes their father."	[0, 0, 0, 0, 1, 0]
346	You have CANCER, the heck with your hair!	[0, 0, 0, 0, 1, 0]
347	Dr told me 6 months w/o and 12-14 with.	[0, 0, 0, 0, 1, 0]
348	I too had <PERSON> and <PERSON>, and the side effects for me were absolutely terrible.	[0, 0, 0, 0, 1, 0]
349	I am not sure I would term what I am doing suicide but I can fully understand why someone would look at it as such.	[0, 0, 0, 0, 1, 1]
350	However, I did read that a man presenting with a >20 PSA is more likrly to have advanced cancer.	[0, 0, 0, 0, 1, 0]
351	I know you are sick and tired of being sick and tired.	[0, 0, 0, 0, 1, 0]
352	She is very strong and wouldnt tell us if something was wrong.	[0, 0, 0, 0, 1, 0]
353	I had my left lung removed in May 0f 2006.	[0, 0, 0, 0, 1, 1]
354	prob because I didnt feel well.	[0, 0, 0, 0, 1, 0]
355	Have a family history of prostate cancer with my father undegoing RP and subsequently radiation therapy for <PERSON> 4+4.	[0, 0, 0, 0, 1, 0]
356	i want him to read this, but he said he is ready to die and doesnt want to talk about it.	[0, 0, 0, 0, 1, 0]
357	I am terrified of getting my hopes up that I will be free (hopefully long term)....	[0, 0, 0, 0, 1, 0]
358	My husband was recently diagnosed with bladder and lung cancer.	[0, 0, 0, 0, 1, 1]
359	I never lost my eyelashes or eyebrows but they did thin out.	[0, 0, 0, 0, 1, 0]
360	He always loved spring and at night in summer we'd sit out till after dark on our patio so I really miss that.	[0, 0, 0, 0, 1, 0]
361	I can understand why you both feel lost right now.	[0, 0, 0, 0, 1, 0]
362	Hi Skipper,  I'm sorry to hear the bad news.	[0, 0, 0, 0, 1, 0]
363	Taxol causes terrible, painful neuropathy of feet, legs and hands.	[0, 0, 0, 0, 1, 0]
364	I know what you mean about pain, Some days I can hardly walk or get up from a seated position.	[0, 0, 0, 0, 1, 0]
365	I am taking a copy of your above observatons with me, and I am going to watch him read it.	[0, 0, 0, 0, 1, 0]
366	Sorry you can't make it.	[0, 0, 0, 0, 1, 0]
367	Nonetheless it was time to get to the hospice and the docs told us he was not pscologicaly ready for that!	[0, 0, 0, 0, 1, 0]
368	The doctor offered him another type of chemo but my father and our family decided to refuse the chemo due to signficant sign effect from chemo.Anyway, does anyone know how we have order <PERSON> for my father to try?	[0, 0, 0, 0, 1, 0]
369	I'm so sorry you're going thru more drama.	[0, 0, 0, 0, 1, 0]
370	"Octreotide scan said the same thing.carcinoid tumors are hormone based so the ""typical"" causes of lung cancer dont apply."	[0, 0, 0, 0, 1, 0]
371	Don´t get frustrated trying to get a survival rate for stage IV lung adenocarcinoma, there is not one.Attitude, hope and a good health is what counts here so don´t waste your time and strenght looking for averages that says nothing about a single <PERSON>.CheersMario	[0, 0, 0, 0, 0, 0]
372	Some have said how painful their VATS was, I did not have ANY horrible pain, just tenderness.	[0, 0, 0, 0, 0, 0]
373	Hi <PERSON>, welcome to the forum.	[0, 0, 0, 0, 0, 0]
374	I had a lumpectomy and sentinel node biopsy beginning of March and everything was great, healing fast fast fast, back to work, walking, everything.	[0, 0, 0, 0, 0, 0]
375	I also found it help full to ask nurses at the hospital who they would go to if this was them.	[0, 0, 0, 0, 0, 0]
376	Hi Diane,To email me, all you have to do is click on the envelope icon below my message.	[0, 0, 0, 0, 0, 0]
377	Are you aware of any studies that track the age of the man instead of just the stage and symptoms?	[0, 0, 0, 0, 0, 0]
378	I don't fear the bc coming back with a lumpectomy, as the recurrence and survival is the same, as Ritzy wrote.	[0, 0, 0, 0, 0, 0]
379	Gotkidz, please accept my prayers for your mom.	[0, 0, 0, 0, 0, 0]
380	There has been no spread to other areas or the mediastinum.	[0, 0, 0, 0, 0, 0]
381	We have the head of our bed raised about 6 inches on blocks.	[0, 0, 0, 0, 0, 0]
382	When arriving in his room, it smelled of bowel.	[0, 0, 0, 0, 0, 0]
383	I mostly sleep in an upright position either with lots of pillows or the recliner.	[0, 0, 0, 0, 0, 0]
384	Some cancers double every 20 or so days and some only every 200 or more days.	[0, 0, 0, 0, 0, 0]
385	I don't venture out into the bush (forest/nature) as much as I did as I'm afraid of running into mountain lions or grizzly.	[0, 0, 0, 0, 0, 1]
386	If the board were slow we'd lose interest.	[0, 0, 0, 0, 0, 0]
387	6 more days of treatment to go and then maybe the oncologist will let us know if all this hell was worth it!	[0, 0, 0, 0, 0, 0]
388	I want to see him feeling good and being able to get out of bed.	[0, 0, 0, 0, 0, 0]
389	But genetics of a cancer is not one to one - same mutation not necessarily causes cancer across all family members who carry it, cancer can easily skip one generation and can show up again in the next, cancer in two <PERSON>s in two generations is not necessarily genetic, and so on.	[0, 0, 0, 0, 0, 0]
390	Non-smoking female.I was diagnosed on July 15, 2010.	[0, 0, 0, 0, 0, 0]
391	They just knock them down when they come up.	[0, 0, 0, 0, 0, 0]
392	The surgeon was still in control, but the robot eliminated all of the tremors/vibrations from his hands during the surgery.	[0, 0, 0, 0, 0, 0]
393	I just hope that it will pass and/or that your docs can prescribe something to address it.Good luck!	[0, 0, 0, 0, 0, 0]
394	They have specialists in breast and lung cancer and are very responsive to patient questions.	[0, 0, 0, 0, 0, 0]
395	Long experience (min 1000+ similar individual procedures) & track record matter most.	[0, 0, 0, 0, 0, 0]
396	I was diagnosed with lung cancer (1a) and had a lobectomy on 6/23/04 and was told they got it all and that I had an 80% chance at recovery.	[0, 0, 0, 0, 0, 0]
397	Thanks for your support and help!Candi	[0, 0, 0, 0, 0, 0]
398	3 months ago it went up to 3.4 and now down to 2.5...Well so much for those oysters I was eating to raise it.	[0, 0, 0, 0, 0, 0]
399	Coming to this site has helped me a lot.	[0, 0, 0, 0, 0, 0]
400	"medi_2,
Is PCI recommended for both sclc and nsclc."	[0, 0, 0, 0, 0, 0]
401	They don't know that you need milk, or eggs, or to have your laundry done, or whatever.	[0, 0, 0, 0, 0, 0]
402	), and I was wide awake in the doctors office.	[0, 0, 0, 0, 0, 0]
403	Chemo didn't make me physically ill, but chemo brain and sleep disturbance are a problem.	[0, 0, 0, 0, 0, 0]
404	I could write a book on the comments I get...	[0, 0, 0, 0, 0, 0]
405	At the end of this message, I'll give you the link to the site that she is always on, replying to everyone.	[0, 0, 0, 0, 0, 0]
406	"Your hair smells worse than a bad dream!"""	[0, 0, 0, 0, 0, 0]
407	I wish I could just reach out and hug you to make you feel better and calmer.	[0, 0, 0, 0, 0, 0]
408	I cannot find anything current on the web.	[0, 0, 0, 0, 0, 0]
409	I am 43 and had my lobectomy (lower left lobe)5 wks ago.	[0, 0, 0, 0, 0, 0]
410	I miss you guys when I can't visit the site also.	[0, 0, 0, 0, 0, 0]
411	I would, especially with it indicating a change in stage.	[0, 0, 0, 0, 0, 0]
412	Thanks for your response, I was also thinking that the PSA should be the major indicator for me and my next biopsy..I will take a look at the web sites you suggested...thanks again	[0, 0, 0, 0, 0, 0]
413	I did not get mouth sores.I used biotene becuase my mouth was so dry.	[0, 0, 0, 0, 0, 0]
414	The health store clerk can tell you all about, it is a great pill and helps many health problems .	[0, 0, 0, 0, 0, 0]
415	An inframammary node was noted on my MRI in 2009, when I was having tests before DCIS lumpectomy.	[0, 0, 0, 0, 0, 0]
416	No cough or shortness of breath or signs of liver failure.	[0, 0, 0, 0, 0, 0]
417	I had serious fatigue by 4th week, lasted thru 2 wks past treatment.	[0, 0, 0, 0, 0, 0]
418	What is the history of your psa; data points...that is what is the rate of rise......What did your dre show?It is important that you read books, research, attend support groups at this time to gain knowledge.	[0, 0, 0, 0, 0, 0]
